,nazwa,miasto,firma,liczba_graczy,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat,srednia_ocena,ocena_obsluga,ocena_klimat,trudnosc_wg_graczy
243,Oddział psychiatryczny,Gdynia,WALKOUT,2-6 osób,60 minut,Thriller,śr. zaawansowani,162 opinie,Polska: 246. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,9.2,9.5,9.2,Trudny
244,Zasypani,Szczecin,ESC Room,2-6 osób,60 minut,Przygodowy,początkujący,91 opinii,Polska: 247. miejsce,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,8.9,9.9,9.4,Średni
245,Apokalipsa,Olsztyn,iESCAPE Olsztyn,2-5 osób,60 minut,Przygodowy,eksperci,21 opinii,Polska: 248. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,8.6,9.2,8.9,Trudny
246,Tajna Kwatera Dyktatora,Warszawa,8 Gates Escape Room,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,44 opinie,Polska: 249. miejsce,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,8.7,9.6,9,Średni
247,Laboratorium strachu,Grudziądz,Find The Key,2-6 osób,60 minut,Thriller,doświadczony,92 opinie,Polska: 251. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,9.8,9.9,9.9,Trudny
248,Prosektorium,Katowice,LOFTescape,2-5 osób,60 minut,Thriller,początkujący,25 opinii,Polska: 250. miejsce,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,8.6,10,9.4,Średni
249,Okręt podwodny,Gdańsk,Podziemna pułapka,2-4 osoby,60 minut,Przygodowy,doświadczony,61 opinii,Polska: 252. miejsce,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,9.0,9.6,9.1,Trudny
250,Podróż,Warszawa,Dom Zagadek,2-8 osób,60 minut,Przygodowy,doświadczony,31 opinii,Polska: 253. miejsce,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,8.4,9.2,8.9,Średni
251,Alchemik,Poznań,Key To Be Free,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,14 opinii,Polska: 226. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,8.5,10,9,Średni
252,W odległej galaktyce,Bydgoszcz,Break The Brain,2-5 osób,75 minut,Przygodowy,doświadczony,244 opinie,Polska: 254. miejsce,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,8.2,9.4,8.8,Trudny
253,Program Goździk,Poznań,The Bunkier Escape Rooms,2-4 osoby,90 minut,Thriller,początkujący,66 opinii,Polska: 255. miejsce,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,8.9,9.9,9.7,Średni
254,Excalibur,Poznań,Key To Be Free,2-7 osób,60 minut,Przygodowy,początkujący,67 opinii,Polska: 256. miejsce,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,8.3,9.9,9,Trudny
255,Sherlock Holmes,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,21 opinii,Polska: 257. miejsce,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,8.7,9.7,9.7,Średni
256,Kraina Czarów,Zakopane,LetMeOut,2-6 osób,60 minut,Abstrakcyjny,początkujący,81 opinii,Polska: 258. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,8.5,8.8,9.4,Średni
257,Nowa Odyseja Kosmiczna,Warszawa,Quest Hunt - Escape Room,2-7 osób,90 minut,Futurystyczny,doświadczony,3 opinie,Polska: 259. miejsce,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,9.0,9.5,10,Trudny
258,Zodiak,Bielsko-Biała,HURRY UP,3-5 osób,60 minut,Thriller,doświadczony,67 opinii,Polska: 260. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,8.1,9.2,8.8,Trudny
259,Noc żywych trupów,Wrocław,Trap Jungle,2-5 osób,75 minut,Przygodowy,doświadczony,71 opinii,Polska: 261. miejsce,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,8.9,9.9,9.2,Średni
260,Strych Szalonego Alchemika,Katowice,Quest Cage,2-4 osoby,60 minut,Thriller,śr. zaawansowani,251 opinii,Polska: 263. miejsce,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,8.0,9.6,9.1,Trudny
261,Krwawy wódz,Gdańsk,Escape Time,2-6 osób,60 minut,Thriller,doświadczony,276 opinii,Polska: 264. miejsce,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,8.6,9.6,9,Trudny
262,Skarbiec,Katowice,Mystery Machinery,2-4 osoby,30 minut,Fabularny,śr. zaawansowani,5 opinii,Polska: 262. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,8.4,10,7.9,Średni
263,Zaklęte Amulety,Kraków,Gamescape Kraków,2-8 osób,65 minut,Przygodowy,śr. zaawansowani,14 opinii,Polska: 265. miejsce,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,8.4,9.3,9.2,Trudny
264,Chata guślarki,Gdańsk,Escape Time,2-6 osób,60 minut,Przygodowy,początkujący,195 opinii,Polska: 266. miejsce,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,8.4,9.6,8.6,Średni
265,Domek w górach,Karpacz,Pokoje Tajemnic,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,52 opinie,Polska: 267. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8.4,8.2,8.2,Średni
266,Dziki Zachód,Rybnik,Open The Lock,2-5 osób,60 minut,Fabularny,początkujący,46 opinii,Polska: 268. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,9.0,9.9,9.5,Średni
268,Walkiria,Poznań,Key To Be Free,2-7 osób,60 minut,Historyczny,śr. zaawansowani,137 opinii,Polska: 270. miejsce,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,8.0,9.4,8.9,Trudny
269,Bon Appetit,Łódź,Alfa Fun,2-6 osób,75 minut,Horror,śr. zaawansowani,27 opinii,Polska: 271. miejsce,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,8.2,9.9,8.6,Średni
270,Tajemnica Księgi Lasu,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,początkujący,19 opinii,Polska: 272. miejsce,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,8.2,9.3,8.6,Średni
271,Bogata Piwnica,Bielsko-Biała,Tajemnicza Piwnica - ER Group sp. z o. o.,2-4 osoby,60 minut,Przygodowy,doświadczony,2 opinie,Polska: 273. miejsce,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,8.5,10,10,Trudny
272,Odeon,Radom,Blink Escape Radom,2-6 osób,75 minut,Thriller,doświadczony,17 opinii,Polska: 274. miejsce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,9.2,10,9.5,Bardzo trudny
273,Starcie Mistrzów,Kraków,Gamescape Kraków,2-10 osób,45 minut,Przygodowy,doświadczony,5 opinii,Polska: 275. miejsce,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,9.5,10,10,Trudny
274,Wyspa Tajemnic,Poznań,Find a Way,2-5 osób,60 minut,Przygodowy,początkujący,11 opinii,Polska: 277. miejsce,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,8.3,9.8,8.8,Łatwy
275,Gniew Olimpu,Bydgoszcz,Break The Brain,2-5 osób,60 minut,Przygodowy,początkujący,181 opinii,Polska: 276. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,8.5,9.7,9,Średni
276,Koszmar,Gdynia,WALKOUT,2-6 osób,60 minut,Horror,doświadczony,42 opinie,Polska: 278. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,8.9,9.5,9.2,Trudny
277,Pegazus,Warszawa,Dom Zagadek,2-8 osób,60 minut,Przygodowy,początkujący,129 opinii,Polska: 279. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,8.1,9.1,8.9,Średni
278,Cela,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Kryminalny,początkujący,117 opinii,Polska: 280. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,8.5,9.8,8.7,Średni
279,Skarb Czarnobrodego,Poznań,Time 4 Secrets,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,601 opinii,Polska: 281. miejsce,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,8.7,9.7,9.4,Trudny
280,Cisza Nocna,Bytom,Can you escape?,3-6 osób,60 minut,Kryminalny,śr. zaawansowani,83 opinie,Polska: 282. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.1,9.5,8.2,Średni
281,Rycerski,Warszawa,Room Escape Warszawa,2-5 osób,60 minut,Historyczny,początkujący,266 opinii,Polska: 283. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,8.0,8.3,9.4,Trudny
282,Indiana Jones i Świątynia Majów,Piła,LOCKED Escape Room Piła,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,1 opinia,Polska: 284. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,10,Średni
283,Skrzynie Umarlaków,Kraków,Gamescape Kraków,2-6 osób,65 minut,Przygodowy,śr. zaawansowani,16 opinii,Polska: 285. miejsce,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,8.5,9.7,8.9,Średni
284,Testament,Radom,Blink Escape Radom,2-6 osób,75 minut,Fabularny,śr. zaawansowani,361 opinii,Polska: 286. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,8.7,9.4,8.7,Trudny
285,Chatka Neeko,Konin,Next Level,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,3 opinie,Polska: 289. miejsce,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,9.1,10,9.3,Średni
286,Diabelski Cyrk,Lublin,LetMeOut,2-6 osób,60 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 287. miejsce,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,9.0,10,9.7,Średni
287,Alicja w Krainie Czarów,Gdańsk,Enigmat Escape,2-5 osób,60 minut,Fantasy,początkujący,159 opinii,Polska: 288. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,8.4,9.5,8.3,Średni
288,Tożsamość,Wrocław,Exit19.pl,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,244 opinie,Polska: 290. miejsce,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,7.8,9.8,8.7,Średni
289,W krainie czarów,Łódź,ExitRoom ™,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,164 opinie,Polska: 291. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,8.6,9.5,9.2,Średni
290,Wagary,Rybnik,Open The Lock,2-5 osób,60 minut,Fabularny,śr. zaawansowani,49 opinii,Polska: 292. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,8.5,9.9,9.1,Średni
291,Hrabia Drakula,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Przygodowy,doświadczony,58 opinii,Polska: 293. miejsce,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,7.9,9.1,7.9,Trudny
292,Wehikuł Czasu,Warszawa,Room Escape Warszawa,2-5 osób,60 minut,Fantasy,śr. zaawansowani,148 opinii,Polska: 294. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,7.9,9.3,8.1,Średni
293,Pościg za El Patronem,Olsztyn,Profesor Escape Room Olsztyn,2-6 osób,60 minut,Kryminalny,śr. zaawansowani,14 opinii,Polska: 295. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,7.6,8.8,7.8,Średni
294,Cela Hannibala Lectera,Kraków,SCARY HOSTEL KRAKÓW,1-2 osoby,60 minut,Thriller,śr. zaawansowani,149 opinii,Polska: 296. miejsce,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,7.6,8.8,8,Średni
295,Skarb piratów,Kraków,Lock & Roll,2-4 osoby,60 minut,Przygodowy,początkujący,100 opinii,Polska: 297. miejsce,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,8.4,9.8,8.9,Łatwy
296,Laboratorium Dextera,Warszawa,OtoPokojeZagadek,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,118 opinii,Polska: 298. miejsce,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,7.2,9.9,7.5,Trudny
297,Upiór z Alt Allenstein,Olsztyn,iESCAPE Olsztyn,2-5 osób,60 minut,Thriller,śr. zaawansowani,23 opinie,Polska: 299. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,8.8,10,9.4,Średni
298,Ostatni Lodowiec,Olsztyn,iESCAPE Olsztyn,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 300. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,8.6,9.7,9,Średni
299,Zapomniany pokój,Gdynia,WALKOUT,2-6 osób,60 minut,Przygodowy,doświadczony,130 opinii,Polska: 301. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,8.6,8.6,8.6,Trudny
300,Szeol - Schron Ostateczny,Poznań,The Bunkier Escape Rooms,2-5 osób,90 minut,Przygodowy,śr. zaawansowani,37 opinii,Polska: 304. miejsce,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,8.0,9.6,9.2,Trudny
301,New York Nowy Jork,Wisła,Zamek Zagadek,2-8 osób,70 minut,Historyczny,eksperci,22 opinie,Polska: 302. miejsce,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,8.3,9,9.3,Trudny
302,Chata Wiedźmy,Wrocław,Trapped,2-4 osoby,60 minut,Thriller,śr. zaawansowani,31 opinii,Polska: 303. miejsce,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,7.4,8.7,8.1,Średni
303,Piła - Odkupienie,Gdynia,WALKOUT,2-6 osób,60 minut,Thriller,śr. zaawansowani,40 opinii,Polska: 305. miejsce,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,8.4,9,8.3,Średni
304,Pokój babci,Wrocław,Secret Room & Brain Code,2-5 osób,60 minut,Kryminalny,początkujący,202 opinie,Polska: 306. miejsce,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,7.7,9.8,9,Średni
305,Czarna Dziura,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Fabularny,śr. zaawansowani,16 opinii,Polska: 307. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,8.1,9.7,8,Trudny
306,Operacja Mindfall kryptonim Spiderweb,Kraków,Gamescape Kraków,2-6 osób,120 minut,Akcja,śr. zaawansowani,2 opinie,Polska: 309. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,10,10,10,Średni
307,Piła,Piła,LOCKED Escape Room Piła,2-4 osoby,60 minut,Horror,śr. zaawansowani,35 opinii,Polska: 308. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0,9.5,9.7,Średni
308,Matrix,Łódź,ExitRoom ™,3-6 osób,60 minut,Fabularny,doświadczony,46 opinii,Polska: 310. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,8.1,6.4,9.6,Trudny
309,Uśpieni,Słupsk,TrapRooms,2-6 osób,80 minut,Przygodowy,doświadczony,22 opinie,Polska: 311. miejsce,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,8.4,9.3,7.3,Średni
310,Lądowanie na Księżycu,Poznań,Key To Be Free,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,13 opinii,Polska: 314. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.9,9.8,8.5,Trudny
311,Prezydent,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Thriller,doświadczony,16 opinii,Polska: 313. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,8.5,9.8,8.4,Trudny
312,Gniew Bogów,Gdynia,WALKOUT,2-6 osób,60 minut,Fantasy,doświadczony,113 opinii,Polska: 312. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,7.2,7.7,7.8,Średni
313,Na ratunek ludzkości,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Przygodowy,początkujący,18 opinii,Polska: 315. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,7.5,9.7,8.1,Trudny
314,Szkoła Magii - pierwszy rok,Bydgoszcz,Break The Brain,2-4 osoby,90 minut,Fantasy,doświadczony,6 opinii,Polska: 183. miejsce,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,10,10,10,Średni
315,Narnia,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,2-6 osób,60 minut,Fabularny,śr. zaawansowani,35 opinii,Polska: 316. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,7.3,7.2,7.1,Średni
316,Krematorium - Śledztwo,Nowy Sącz,The Locked Room,2-4 osoby,60 minut,Kryminalny,śr. zaawansowani,6 opinii,Polska: 317. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,8.5,9.6,8.9,Trudny
317,Spętani w raju,Tczew,Escape Room Tczew,2-2 osoby,60 minut,Abstrakcyjny,śr. zaawansowani,22 opinie,Polska: 319. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,8.4,9.9,8.5,Średni
318,Epidemia,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Thriller,eksperci,59 opinii,Polska: 318. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.3,8.7,9.1,Bardzo trudny
319,Eksperyment,Radom,Blink Escape Radom,2-6 osób,60 minut,Abstrakcyjny,śr. zaawansowani,18 opinii,Polska: 320. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.3,10,8.5,Średni
320,Mikołaj (Święty :) ),Poznań,EXODUS,2-4 osoby,60 minut,Fantasy,początkujący,22 opinie,Polska: 321. miejsce,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,8.1,9.1,9,Średni
321,Teatr żywych lalek,Gdańsk,Escape Gdańsk,2-5 osób,60 minut,Thriller,doświadczony,69 opinii,Polska: 322. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9.2,9.9,9.1,Trudny
322,Noc w Las Vegas,Tczew,Escape Room Tczew,2-6 osób,60 minut,Przygodowy,doświadczony,57 opinii,Polska: 323. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,8.8,9.7,9.5,Trudny
323,Zombie apokalipsa,Gdańsk,Enigmat Escape,2-5 osób,60 minut,Fantasy,śr. zaawansowani,78 opinii,Polska: 324. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,9.0,9.9,8.2,Trudny
324,Gra Miejska - Illuminati 2,Poznań,Escapelandia,2-6 osób,120 minut,Fabularny,początkujący,1 opinia,Polska: 326. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,10,10,10,Łatwy
325,Strefa Cienia,Radom,Blink Escape Radom,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,13 opinii,Polska: 325. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8.7,10,8.6,Trudny
326,Rzeź Niewiniątek,Częstochowa,Dom Tajemnic,2-5 osób,60 minut,Horror,śr. zaawansowani,1 opinia,Polska: 327. miejsce,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,9.0,10,10,Łatwy
